data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-05-03,Vaxzevria (AstraZeneca),FVG,70-79,548,717,1231,0,34,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,12-19,2,1,3,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,20-29,29,34,59,2,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,30-39,34,42,72,2,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,40-49,75,121,185,1,10,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,50-59,230,214,423,3,18,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,60-69,59,48,94,8,5,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,70-79,19,29,41,7,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,80-89,35,75,68,39,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Moderna,FVG,90+,17,69,39,44,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,12-19,19,18,22,14,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,20-29,116,162,154,112,12,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,30-39,127,159,180,100,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,40-49,252,357,387,204,18,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,50-59,604,703,964,311,32,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,60-69,422,458,463,410,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,70-79,625,630,429,814,12,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,80-89,579,823,303,1095,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Pfizer/BioNTech,FVG,90+,81,218,106,192,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Vaxzevria (AstraZeneca),FVG,12-19,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Vaxzevria (AstraZeneca),FVG,20-29,1,0,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Vaxzevria (AstraZeneca),FVG,30-39,2,1,2,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Vaxzevria (AstraZeneca),FVG,40-49,5,2,7,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Vaxzevria (AstraZeneca),FVG,50-59,6,6,11,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Vaxzevria (AstraZeneca),FVG,60-69,264,290,530,0,24,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-04,Vaxzevria (AstraZeneca),FVG,70-79,675,773,1406,0,42,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,20-29,0,2,1,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,30-39,0,2,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,40-49,2,4,5,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,50-59,4,15,14,3,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,60-69,18,21,33,6,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,70-79,24,30,46,8,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,80-89,48,103,52,97,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Moderna,FVG,90+,27,101,41,86,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,12-19,18,26,25,18,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,20-29,128,175,182,103,18,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,30-39,189,226,241,156,18,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,40-49,291,427,438,247,33,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,50-59,638,759,940,414,43,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,60-69,471,420,382,490,19,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,70-79,517,634,415,725,11,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,80-89,389,674,169,888,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Pfizer/BioNTech,FVG,90+,71,190,65,196,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,20-29,3,5,5,2,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,30-39,2,2,2,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,40-49,16,3,5,14,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,50-59,16,16,22,9,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,60-69,429,503,901,1,30,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,70-79,664,849,1461,0,52,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,80-89,1,1,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-05,Vaxzevria (AstraZeneca),FVG,90+,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,12-19,1,6,6,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,20-29,19,19,37,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,30-39,24,33,56,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,40-49,59,54,106,0,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,50-59,126,119,236,0,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,60-69,44,62,101,1,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,70-79,47,47,85,8,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,80-89,66,121,97,89,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Moderna,FVG,90+,26,105,39,92,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,12-19,21,31,45,7,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,20-29,164,202,259,98,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,30-39,198,248,319,110,17,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,40-49,447,527,746,197,31,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,50-59,923,920,1454,328,61,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,60-69,456,401,429,409,19,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,70-79,499,503,278,714,10,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,80-89,550,807,146,1208,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Pfizer/BioNTech,FVG,90+,86,247,85,246,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Vaxzevria (AstraZeneca),FVG,20-29,42,40,1,81,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Vaxzevria (AstraZeneca),FVG,30-39,59,62,0,121,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Vaxzevria (AstraZeneca),FVG,40-49,67,68,2,132,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Vaxzevria (AstraZeneca),FVG,50-59,72,64,12,123,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Vaxzevria (AstraZeneca),FVG,60-69,571,595,1124,3,39,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-06,Vaxzevria (AstraZeneca),FVG,70-79,629,770,1355,0,44,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,12-19,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,20-29,8,7,14,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,30-39,9,13,20,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,40-49,20,23,42,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,50-59,51,64,113,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,60-69,69,63,131,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,70-79,36,45,77,4,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,80-89,53,113,82,83,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Moderna,FVG,90+,27,93,36,84,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,12-19,18,24,23,18,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,20-29,109,123,145,83,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,30-39,114,148,159,97,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,40-49,239,338,363,197,17,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,50-59,453,589,713,302,27,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,60-69,346,362,328,366,14,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,70-79,534,554,385,694,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,80-89,550,821,85,1285,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Pfizer/BioNTech,FVG,90+,79,216,54,241,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Vaxzevria (AstraZeneca),FVG,20-29,6,1,2,5,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Vaxzevria (AstraZeneca),FVG,30-39,14,2,2,13,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Vaxzevria (AstraZeneca),FVG,40-49,17,6,10,12,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Vaxzevria (AstraZeneca),FVG,50-59,26,18,20,23,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Vaxzevria (AstraZeneca),FVG,60-69,977,982,1915,1,43,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Vaxzevria (AstraZeneca),FVG,70-79,744,865,1574,0,35,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-07,Vaxzevria (AstraZeneca),FVG,80-89,0,2,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,12-19,3,0,1,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,20-29,24,26,18,32,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,30-39,27,37,32,30,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,40-49,62,52,48,65,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,50-59,111,126,136,99,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,60-69,146,147,156,135,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,70-79,221,210,102,329,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,80-89,103,207,56,252,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Moderna,FVG,90+,24,47,17,54,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,12-19,17,17,15,18,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,20-29,124,141,114,145,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,30-39,115,190,132,162,11,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,40-49,242,318,295,253,12,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,50-59,493,602,584,481,30,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,60-69,408,419,340,470,17,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,70-79,417,384,176,621,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,80-89,532,923,123,1331,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Pfizer/BioNTech,FVG,90+,83,253,38,298,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Vaxzevria (AstraZeneca),FVG,20-29,2,0,1,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Vaxzevria (AstraZeneca),FVG,30-39,4,2,3,2,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Vaxzevria (AstraZeneca),FVG,40-49,7,3,10,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Vaxzevria (AstraZeneca),FVG,50-59,13,6,16,2,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Vaxzevria (AstraZeneca),FVG,60-69,1040,1074,2058,1,55,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Vaxzevria (AstraZeneca),FVG,70-79,394,396,759,0,31,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-08,Vaxzevria (AstraZeneca),FVG,80-89,1,3,3,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,12-19,4,8,6,6,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,20-29,26,42,38,30,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,30-39,29,50,51,24,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,40-49,87,130,148,66,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,50-59,201,214,285,115,15,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,60-69,140,113,104,147,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,70-79,151,165,59,257,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,80-89,109,162,8,263,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Moderna,FVG,90+,11,29,1,39,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,12-19,16,24,16,23,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,20-29,90,127,77,136,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,30-39,98,162,116,138,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,40-49,213,323,249,280,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,50-59,448,609,489,544,24,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,60-69,487,480,202,757,8,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,70-79,396,447,126,715,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,80-89,110,195,57,247,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Pfizer/BioNTech,FVG,90+,27,49,13,63,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Vaxzevria (AstraZeneca),FVG,20-29,2,3,3,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Vaxzevria (AstraZeneca),FVG,30-39,3,0,1,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Vaxzevria (AstraZeneca),FVG,40-49,10,3,10,3,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Vaxzevria (AstraZeneca),FVG,50-59,5,5,8,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Vaxzevria (AstraZeneca),FVG,60-69,445,503,917,1,30,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Vaxzevria (AstraZeneca),FVG,70-79,183,202,366,0,19,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-09,Vaxzevria (AstraZeneca),FVG,80-89,1,1,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,12-19,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,20-29,6,2,8,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,30-39,4,6,9,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,40-49,11,21,29,2,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,50-59,48,49,91,3,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,60-69,20,22,37,5,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,70-79,25,23,35,13,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,80-89,31,75,28,76,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Moderna,FVG,90+,19,86,23,78,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,12-19,7,8,13,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,20-29,70,111,139,30,12,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,30-39,90,128,172,36,10,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,40-49,189,283,402,56,14,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,50-59,407,446,728,93,32,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,60-69,292,304,467,117,12,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,70-79,352,380,431,292,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,80-89,302,422,141,580,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Pfizer/BioNTech,FVG,90+,45,161,48,158,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Vaxzevria (AstraZeneca),FVG,20-29,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Vaxzevria (AstraZeneca),FVG,30-39,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Vaxzevria (AstraZeneca),FVG,40-49,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Vaxzevria (AstraZeneca),FVG,50-59,6,8,13,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Vaxzevria (AstraZeneca),FVG,60-69,844,916,1731,0,29,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Vaxzevria (AstraZeneca),FVG,70-79,701,897,1562,0,36,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-10,Vaxzevria (AstraZeneca),FVG,80-89,0,3,3,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,12-19,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,20-29,14,9,19,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,30-39,16,23,35,1,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,40-49,33,16,46,1,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,50-59,226,194,411,1,8,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,60-69,79,70,146,1,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,70-79,38,45,73,8,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,80-89,42,83,31,93,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Moderna,FVG,90+,23,77,22,78,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,12-19,7,7,13,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,20-29,71,86,124,21,12,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,30-39,88,105,160,23,10,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,40-49,132,195,291,25,11,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,50-59,463,480,830,78,35,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,60-69,272,297,500,55,14,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,70-79,188,200,263,117,8,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,80-89,271,425,107,587,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Pfizer/BioNTech,FVG,90+,47,118,44,121,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,20-29,80,59,1,138,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,30-39,100,53,1,152,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,40-49,103,61,0,164,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,50-59,83,65,12,136,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,60-69,1460,1442,2823,2,77,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,70-79,405,491,871,0,25,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,80-89,0,4,4,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-11,Vaxzevria (AstraZeneca),FVG,90+,0,1,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,12-19,0,2,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,20-29,11,20,30,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,30-39,12,24,35,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,40-49,27,42,64,1,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,50-59,265,272,528,0,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,60-69,101,98,190,2,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,70-79,56,87,124,16,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,80-89,35,82,52,64,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Moderna,FVG,90+,20,68,38,50,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,12-19,14,17,27,3,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,20-29,101,115,177,23,16,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,30-39,119,147,243,14,9,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,40-49,218,336,474,39,41,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,50-59,809,844,1508,52,93,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,60-69,318,337,595,36,24,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,70-79,315,337,440,189,23,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,80-89,156,275,104,323,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Pfizer/BioNTech,FVG,90+,36,123,43,115,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,20-29,67,68,1,134,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,30-39,73,55,0,128,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,40-49,71,53,2,122,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,50-59,57,50,13,93,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,60-69,1348,1355,2613,3,87,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,70-79,719,940,1594,1,64,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,80-89,1,0,0,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,Vaxzevria (AstraZeneca),FVG,90+,0,1,0,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-13,Moderna,FVG,12-19,1,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-13,Moderna,FVG,20-29,4,5,7,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
